,What is your gender?,What is your current level of education?,With whom did you spend your lockdown days?,"Do you think the pandemic and the subsequent lockdown has altered your outlook on life? If yes, whether negatively or positively?",Has the lockdown had an impact on your physical health?,Rate your lockdown experiences on a scale of 1-5  based on the following feelings. ,How often did you do something productive?,Did you do anything for academic improvement?,How did you spend most of your time during the lockdown,Did you do anything for fun and recreation? ,"The average number of hours you spent on social media, in a day? ",How have your eating habits changed?,How has your body weight changed through the lockdown?,Did you experience a loss of appetite?,How often did you exercise?,What made up most of your diet?,To what do you most attribute your eating behavior?,Choose the word that best describes your lockdown experience.,How did you feel in regards to your studies or career?,How do/ did you feel most of the time?,Did you experience a tragic loss of something important?,How often did you indulge in the things you liked to do before?,How would you describe your sleep cycle?,Describe your relationship with your family and friends.,Have ever suffered from a mental illness? if yes what course of action was taken? if not choose NA 1,Have ever suffered from a mental illness? if yes  what course of action was taken? if not choose NA 2,"Please write a very short summary of your lockdown experience in terms of your physical, mental, and emotional health.",Editor's note: We hope you liked our questionnaire; Let us know how much.,,Output Level (1-5),Remarks (section wise rating: I+ II+ III+ IV+ V),
07/09/2020 16:53,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",No,2,Sometimes,Yes,"Studying /being academically inclined, Household chores","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Emotional distress,Pleasant,Didn't think about it,Happy,No,Never,Lack of sleep,Fun and expressive,NA,No,"physically fit, mentally fit and emotional health is not affected",2,,2.62=3,0.35+0.39+0.73+0.59+0.56,
07/09/2020 17:07,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Often,Yes,"Studying /being academically inclined, Household chores, Sleeping","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,I've lost weight,Somewhat,Somedays,Regular home cooked food,Hunger,Humbling,Excited,Moody,Yes,Sometimes,Normal,Comforting and warm,NA,NA,It was good ,3,,2..64=3,0.4+0.36+0.41+0.65+0.82,
07/09/2020 17:43,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Maybe,3,Rarely,No,"Gaming, Sleeping",No,3-4 hours,I overeat,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Numb,Anxious,Satisfied,Yes,Sometimes,Normal,Comforting and warm,No,No,Just boring experience but quiet interesting as it teaches me only family is important which help u in every situation.,4,,3.05=3,0.35+0.37+0.83+0.61+0.89,
07/09/2020 17:57,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Maybe,5,Often,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",1-2 hours,I under eat,Unchanged,Not much,Regularly,Regular home cooked food,Boredom,Humbling,Excited,Moody,No,Often,Lack of sleep,Fun and expressive,No,Yes,I am happy,5,,3.17=3,0.4+0.19+0.49+0.68+1.41,
07/09/2020 17:59,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Sometimes,No,"Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I overeat,I've gained weight,Not at all,Somedays,Regular home cooked food,Boredom,Chaotic,Motivated,Agitated/ Irritable,No,Sometimes,Disturbed,Formal and unyielding,No,Yes,It’s just a lot of motivation  somedays and sometime very demotivated. Everyone faced mental issue hut luckily i har my friend to interact with. ,5,,4.17=4,0.4+0.32+0.79+0.89+1.77,
07/09/2020 18:00,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,2,Rarely,Yes,Netflix or Other OTT,No,More than 6 hours,I eat in regulation,Unchanged,Somewhat,Regularly,Regular home cooked food,Boredom,Chaotic,Anxious,Agitated/ Irritable,No,Sometimes,Disturbed,Formal and unyielding,No,Yes,It was tiring ,4,,4.37=4,0.4+0.52+0.89+0.59+1.97,
07/09/2020 18:02,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Quite often,Yes,"Studying /being academically inclined, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Humbling,Directionless,"Satisfied, Moody",No,Sometimes,Disturbed,Comforting and warm,NA,NA,It was okay.,3,,2.62=3,0.4+0.29+0.69+0.49+0.75,
07/09/2020 18:08,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Quite often,Yes,"Studying /being academically inclined, Gaming, Household chores","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Somewhat,Somedays,Regular home cooked food,Hunger,Humbling,Motivated,"Satisfied, Agitated/ Irritable",Yes,Sometimes,Disturbed,Comforting and warm,No,Yes,It has brought me the much needed alone time. Dreadful at first now that I think about it it's given me time to work on myself realize what I want in life. It's made me do things I was putting off,4,,3.41=3,0.35+0.29+0.68+0.44+1.65,
07/09/2020 18:11,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,5,Often,Yes,"Studying /being academically inclined, Gaming, Household chores","Yes, I pursued my hobbies",Less than 1 hour,I under eat,I've gained weight,Not much,Never,Regular home cooked food,Hunger,Pleasant,Motivated,"Happy, Satisfied",No,Often,Disturbed,Fun and expressive,NA,NA,All perfectly fine. ,5,,2.64=3,0.35+0.18+0.66+0.76+0.69,
07/09/2020 18:41,Male,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,1,Never,No,"Gaming, Sleeping",No,Less than 1 hour,I overeat,I've gained weight,Somewhat,Never,Regular home cooked food,Hunger,Humbling,Directionless,Happy,Yes,Rarely,Oversleeping,Fun and expressive,NA,NA,Lockdown sucks ,5,,3.62=4,0.35+0.59+0.99+0.88+0.81,
07/09/2020 18:42,Female,Class 10-12,At home with family,No effect,No,3,Quite often,Yes,"Studying /being academically inclined, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Pleasant,Motivated,Satisfied,No,Sometimes,Disturbed,Fun and expressive,NA,NA,It was neither stressing nor relieving,5,,2.61=3,0.5+0.38+0.58+0.46+0.69,
07/09/2020 18:44,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Quite often,Yes,"Studying /being academically inclined, Netflix or Other OTT","Yes, I pursued my hobbies",Almost 6 hours,I eat in regulation,I've gained weight,Somewhat,Somedays,Regular home cooked food,Hunger,Pleasant,Didn't think about it,Moody,Yes,Sometimes,Disturbed,Comforting and warm,NA,NA,Good,4,,2.67=3,0.35+0.29+0.56+0.68+0.79,
07/09/2020 18:53,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Often,Yes,"Gaming, Household chores","Yes, I pursued my hobbies",Almost 6 hours,I eat in regulation,Unchanged,Not much,Somedays,Fried/ junk food,Hunger,Chaotic,Anxious,Moody,No,Often,Normal,Fun and expressive,NA,NA,Good Family time ,3,,3.1=3,0.4+0.33+0.89+0.59+0.89,
07/09/2020 19:32,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Maybe,3,Sometimes,Yes,Household chores,No,1-2 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Boredom,Numb,Directionless,Moody,No,Sometimes,Normal,Comforting and warm,NA,NA,Nothing changed as such,4,,2.99=3,0.4+0.31+0.79+0.58+0.91,
07/09/2020 19:35,Female,Under graduate,At home with family,No effect,Maybe,4,Sometimes,No,Household chores,"Yes, I pursued my hobbies",1-2 hours,I eat in regulation,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Pleasant,Excited,Happy,Yes,Rarely,Normal,Fun and expressive,NA,NA,Happy,4,,2.37=2,0.4+0.29+0.75+0.55+0.38,
07/09/2020 19:47,Male,Class 10-12,At home with family,No effect,Maybe,3,Often,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT",No,Less than 1 hour,I eat in regulation,Unchanged,Not at all,Somedays,Regular home cooked food,Hunger,Chaotic,Motivated,Satisfied,Yes,Sometimes,Normal,Comforting and warm,NA,NA,Na_cool,3,,2.65=3,0.45+0.33+0.55+0.63+0.69,
07/09/2020 19:52,Female,Class 10-12,At home with family,"Yes, i'm more optimistic now",No,3,Often,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not at all,Never,Regular home cooked food,Boredom,Chaotic,Directionless,Moody,No,Sometimes,Oversleeping,Comforting and warm,NA,NA,It was frustrating in terms of academic but it was fun being with the family,4,,2.65=3,0.5+0.31+0.69+0.36+0.79,
07/09/2020 20:38,Male,Under graduate,Alone,"Yes, i'm more optimistic now",Yes,1,Rarely,No,"Gaming, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",More than 6 hours,I under eat,I've gained weight,Somewhat,Never,Binge ate crisps and snacks,Boredom,Chaotic,Directionless,Agitated/ Irritable,Yes,Rarely,Disturbed,Toxic and Argumentative,NA,NA,Fucked !,3,,3.82=4,0.45+0.46+0.99+0.95+0.97,
07/09/2020 20:43,Male,Class 10-12,At home with family,No effect,Yes,4,Sometimes,Yes,Household chores,"Yes, I pursued my hobbies",1-2 hours,I overeat,I've gained weight,Somewhat,Somedays,Regular home cooked food,Boredom,Pleasant,Excited,Happy,Yes,Sometimes,Disturbed,Fun and expressive,No,Yes,My lockdown experience was quit interesting. I had learned many new things.,5,,3.93=4,0.45+0.32+0.76+0.83+1.57,
07/09/2020 20:50,Male,Class 10-12,At home with family,No effect,Yes,3,Quite often,Yes,"Studying /being academically inclined, Gaming, Netflix or Other OTT","Yes, I pursued my hobbies",More than 6 hours,I overeat,I've gained weight,Not much,Never,Regular home cooked food,Boredom,Pleasant,Didn't think about it,Moody,Yes,Sometimes,Oversleeping,Formal and unyielding,Yes,Yes,I m not satisfied,5,,4.97=5,0.45+0.33+0.89+0.74+2.56,
07/09/2020 20:51,Male,Class 10-12,At home with family,No effect,Maybe,3,Sometimes,Yes,Gaming,"Yes, I pursued my hobbies",More than 6 hours,I overeat,I've gained weight,Not much,Somedays,Regular home cooked food,Boredom,Pleasant,Motivated,Sad,Yes,Often,Oversleeping,Fun and expressive,No,No,I am worry about my study,4,,3.26=3,0.45+0.31+1.11+0.72+0.67,
07/09/2020 20:52,Male,Class 10-12,At home with family,No effect,Maybe,3,Sometimes,Yes,Gaming,"Yes, I pursued my hobbies",More than 6 hours,I overeat,I've gained weight,Not much,Somedays,Regular home cooked food,Boredom,Pleasant,Motivated,Sad,Yes,Often,Oversleeping,Fun and expressive,No,No,I am worry about my study,4,,3.26=3,0.45+0.31+1.11+0.72+0.67,
07/09/2020 20:58,Male,Class 10-12,At home with family,"Yes, i'm more optimistic now",Maybe,3,Sometimes,Yes,Gaming,"Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not much,Somedays,Binge ate crisps and snacks,Hunger,Pleasant,Excited,Moody,No,Sometimes,Normal,Fun and expressive,No,No,Very good,5,,2.69=3,0.45+0.3+0.89+0.75+0.3,
07/09/2020 21:04,Male,Class 10-12,At home with family,"Yes, i'm more optimistic now",Yes,4,Sometimes,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I under eat,I've gained weight,Somewhat,Somedays,Regular home cooked food,Boredom,Humbling,Motivated,Satisfied,Yes,Often,Normal,Fun and expressive,NA,NA,It good ,4,,2.45=2,0.45+0.28+0.69+0.6+0.43,
07/09/2020 21:04,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Quite often,Yes,Netflix or Other OTT,"Yes, I pursued my hobbies",1-2 hours,I eat in regulation,I've lost weight,Not much,Regularly,Regular home cooked food,Boredom,Humbling,Excited,Moody,No,Sometimes,Oversleeping,Comforting and warm,No,No,I experienced lots of things in the lockdown it made me emotionally and mentally strong plus I never compromise with my heath so I am also physically strong,4,,2.6=3,.04+0.32+0.78+0.48+0.62,
07/09/2020 21:05,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,2,Sometimes,Yes,"Studying /being academically inclined, Household chores, Sleeping","Yes, I pursued my hobbies",Less than 1 hour,I overeat,I've gained weight,Not at all,Regularly,Regular home cooked food,Emotional distress,Chaotic,Directionless,"Agitated/ Irritable, Moody, Sad",Yes,Sometimes,Normal,Comforting and warm,NA,Yes,"I felt nothing, it sucked.",4,,3.62=4,0.4+0.49+0.38+0.54+0.81,
07/09/2020 21:23,Male,Class 10-12,At home with family,No effect,Yes,3,Sometimes,No,"Studying /being academically inclined, Gaming","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Numb,Excited,Moody,Yes,Often,Normal,Fun and expressive,Yes,No,It was very boring,3,,3.96=4,0.45+0.33+0.79+0.48+0.91,
07/09/2020 21:23,Male,Class 10-12,At home with family,No effect,Yes,3,Sometimes,No,"Studying /being academically inclined, Gaming","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Numb,Excited,Moody,Yes,Often,Normal,Fun and expressive,Yes,No,It was very boring,3,,3.96=4,0.45+0.33+0.79+0.48+0.91,
07/09/2020 21:27,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Maybe,2,Rarely,No,"Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Numb,Anxious,Moody,No,Rarely,Normal,Comforting and warm,NA,NA,No idea what's going on...,4,,2.96=3,0.4+0.38+0.91+0.48+0.79,
07/09/2020 21:37,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Quite often,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Humbling,Motivated,Agitated/ Irritable,No,Rarely,Normal,Comforting and warm,NA,NA,"I miss my routines and friends, but I am very fortunate that I am home and safe.",4,,2.04=2,0.4+0.28+0.43+0.48+0.45,
07/09/2020 21:46,Male,Class 10-12,At home with family,No effect,Yes,4,Sometimes,Yes,"Studying /being academically inclined, Netflix or Other OTT, Sleeping",No,More than 6 hours,I under eat,Unchanged,Somewhat,Somedays,Regular home cooked food,Hunger,Humbling,Excited,"Satisfied, Agitated/ Irritable, Moody",Yes,Sometimes,Disturbed,Comforting and warm,No,No,my physical health i thinke becoming becoz of mobile and online classes ...my menta experience is that i think that lockdown have teaches how to survive in home without no outside junk food etc..,3,,2.95=3,0.45+0.33+0.89+0.57+0.71,
07/09/2020 21:57,Male,Class 10-12,At home with family,"Yes, i'm more optimistic now",No,4,Sometimes,No,Netflix or Other OTT,No,3-4 hours,I overeat,I've gained weight,Not much,Somedays,Binge ate crisps and snacks,Hunger,Humbling,Didn't think about it,Satisfied,No,Rarely,Normal,Comforting and warm,No,No,"Hey, my thoughts about lockdown which stood in the month of March l think lockdown taught us many things . The foremost thing which lockdown taught is we all spend with loved ones  Thanks",4,,2.93=3,0.45+0.21+0.92+0.84+0.51,
07/09/2020 22:07,Male,Class 10-12,At home with family,No effect,No,5,Quite often,Yes,"Studying /being academically inclined, Sleeping","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not at all,Regularly,Regular home cooked food,Hunger,Pleasant,Motivated,Happy,No,Never,Disturbed,Fun and expressive,NA,Yes,Good,5,,2.63=3,0.45+0.19+0.55+0.11+1.33,.
07/09/2020 22:50,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,5,Sometimes,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've lost weight,Not at all,Never,Regular home cooked food,Boredom,Pleasant,Motivated,Satisfied,Yes,Sometimes,Oversleeping,Comforting and warm,No,No,Lock down is perfect time to spend time with family.,5,,2.21=2,0.4+0.15+0.61+0.38+0.67,
07/09/2020 23:16,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Rarely,No,"Household chores, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I overeat,I've gained weight,Not at all,Somedays,Fried/ junk food,Boredom,Chaotic,Didn't think about it,Moody,Yes,Sometimes,Lack of sleep,Toxic and Argumentative,No,Yes,NA,3,,4.01=4,0.35+0.32+0.82+0.46+0.88,
07/09/2020 23:16,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Often,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I under eat,I've lost weight,Somewhat,Never,Regular home cooked food,Boredom,Pleasant,Motivated,Satisfied,Yes,Sometimes,Normal,Fun and expressive,NA,NA,Fine,4,,2.41=2,0.35+0.28+0.61+0.66+0.51,
07/09/2020 23:16,Male,Under graduate,At home with family,No effect,No,2,Sometimes,Yes,"Gaming, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Never,Regular home cooked food,Hunger,Numb,Motivated,"Agitated/ Irritable, Moody",No,Often,Disturbed,Fun and expressive,NA,NA,Ok,5,,2.82=3,0.35+0.39+0.81+0.46+0.81,
07/10/2020 0:03,Male,Under graduate,At home with family,No effect,Yes,3,Often,Yes,"Household chores, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not at all,Regularly,Regular home cooked food,Hunger,Chaotic,Anxious,Moody,Yes,Often,Oversleeping,Comforting and warm,NA,NA,My major focus throughout the lockdown were these 3 & i somehow succeeded in giving them a good push. Presently they are a lot healthier as compared from before lockdown,4,,2.34=2,0.35+0.38+0.63+0.11+0.87,
07/10/2020 0:07,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Sometimes,Yes,"Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Regularly,Regular home cooked food,Boredom,Numb,Anxious,Moody,No,Sometimes,Oversleeping,Comforting and warm,NA,NA,Mental break,4,,2.62=3,0.4+0.27+0.71+0.36+0.88,
07/10/2020 0:11,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Often,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,I've lost weight,Somewhat,Regularly,Regular home cooked food,Emotional distress,Chaotic,Anxious,"Satisfied, Agitated/ Irritable, Moody",No,Sometimes,Lack of sleep,Formal and unyielding,No,No,Physical health has improved significantly. More chaotic mentally and emotionally.,4,,2.59=3,0.4+0.32+0.34+0.59+0.94,
07/10/2020 1:14,Female,Class 10-12,At home with family,"Yes, i'm more pessimistic now",Yes,1,Rarely,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I overeat,I've lost weight,Not much,Regularly,Regular home cooked food,Boredom,Humbling,Anxious,Agitated/ Irritable,No,Rarely,Normal,Formal and unyielding,NA,NA,"The majority of my lockdown has been rather unproductive, interspersed with bouts of productivity in which I either research the horrendous state of my country (America) or write college essays. ",4,,3.13=3,0.5+0.51+0.58+0.61+0.93,
07/10/2020 1:16,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",Maybe,1,Rarely,No,Household chores,No,1-2 hours,I overeat,I've gained weight,Not much,Somedays,Regular home cooked food,Emotional distress,Chaotic,Directionless,Moody,No,Sometimes,Oversleeping,Formal and unyielding,NA,NA,"Frustrating , quite depressing, direction less, overwhelmed ",3,,3.59=4,0.4+0.49+0.88+0.87+0.95,
07/10/2020 1:51,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",No,4,Often,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not at all,Somedays,Regular home cooked food,Boredom,Pleasant,Motivated,Satisfied,No,Sometimes,Disturbed,Comforting and warm,Yes,NA,It was very pleasant in all terms.,5,,3.13=3,0.35+0.23+0.59+0.26+1.7,
